Name;Age;Rating;Nationality;Club;Position;Potential;Value;Total Stats
Liu Weiguo;28;57;China PR;Guangzhou Evergrande Taobao FC;GK;60;90000;1079
Zhou Tong;30;61;China PR;Wuhan Zall;LM;61;240000;1614
Sun Bo;29;59;China PR;Dalian YiFang FC;RM;59;150000;1606
Liu Jiashen;28;53;China PR;Qingdao Huanghai F.C.;CB;55;60000;1176
Cao Yunding;30;72;China PR;Shanghai Greenland Shenhua FC;LM;72;2900000;1837
J. Correa;26;64;France;FC Chambly Oise;RM;66;550000;1658
P. Strand;25;65;Norway;SK Brann;RM;68;675000;1897
P. Anton;29;70;Romania;Romania;CDM;70;0;1832
V. Bozhikov;32;67;Bulgaria;Bulgaria;CB;67;0;1533
P. Berg;22;72;Norway;FK Bodø/Glimt;CM;80;4500000;1919
Yang Hyung Mo;28;63;Korea Republic;Suwon Samsung Bluewings;GK;64;300000;1112
Ji Xiang;30;69;China PR;Jiangsu Suning FC;RB;69;825000;1913
T. Bishop;23;64;England;Ipswich Town;CAM;70;600000;1750
C. Dessers;25;72;Nigeria;KRC Genk;ST;75;4000000;1703
N. Jackers;22;67;Belgium;Waasland-Beveren;GK;73;800000;1101
J. Bartosz;22;62;Poland;Wisła Kraków;RB;68;375000;1670
Jiang Zhipeng;31;69;China PR;China PR;LB;69;750000;1879
Tang Miao  B;29;70;China PR;Guangzhou R&F FC;RB;70;1500000;1698
Chang Feiya;27;56;China PR;Guangzhou R&F FC;RM;57;110000;1458
G. Lloris;24;67;France;AJ Auxerre;CB;70;875000;1520
G. Esparza;27;70;Argentina;Sol de América;LM;70;1900000;1786
J. Angulo;24;68;Colombia;Junior FC;LWB;73;1100000;1636
M. Wdowiak;23;67;Poland;Cracovia;RM;72;1000000;1712
L. Klostermann  B;24;80;Germany;RB Leipzig;CB;85;18000000;1902
Zang Yifeng;26;49;China PR;Shijiazhuang Ever Bright F.C.;CAM;50;35000;1277
Shi Ke;27;67;China PR;Shanghai SIPG FC;CB;70;825000;1505
A. Ajeti;23;72;Switzerland;Celtic;ST;79;4400000;1760
L. Valzania;23;67;Italy;US Cremonese;CAM;74;1100000;1706
B. Embolo;23;78;Switzerland;Borussia Mönchengladbach;ST;84;14500000;1950
A. Miranchuk;24;76;Russia;Lokomotiv Moscow;CAM;83;11000000;1825
E. Smith;23;66;Sweden;IFK Norrköping;CM;72;800000;1727
F. Arce;23;63;United States;Club Necaxa;CB;72;525000;1751
J. Meza;26;60;Mexico;Querétaro;RB;61;210000;1579
L. Chávez;24;66;Mexico;Pachuca;CAM;73;900000;1733
N. Haikin;24;66;Russia;FK Bodø/Glimt;GK;72;675000;1170
Unai López;24;77;Spain;Athletic Club de Bilbao;CAM;81;11500000;2075
J. Minala;23;68;Cameroon;Qingdao Huanghai F.C.;CM;74;1200000;1821
D. Ball;24;67;England;Queens Park Rangers;CDM;73;950000;1641
M. Risso;32;67;Uruguay;Club Plaza Colonia;CB;67;500000;1401
C. Ogilvie;24;66;England;Gillingham;LB;73;800000;1670
H. Winks;24;79;England;Tottenham Hotspur;CM;84;15500000;2002
M. Normann;24;75;Norway;Norway;CDM;81;0;1985
L. Kinsella;24;63;Republic of Ireland;Walsall;CDM;68;475000;1857
K. Veendorp;23;66;Netherlands;FC Emmen;CB;72;800000;1693
J. Prior;24;72;France;Valenciennes FC;GK;78;3200000;1236
G. Ward;25;66;England;Blackpool;CAM;68;775000;1764
A. Jakubiak;22;60;Scotland;St. Mirren;ST;69;325000;1484
J. Komar;23;72;Argentina;Club Atlético Talleres;CB;81;4400000;1587
A. Cubas;24;75;Paraguay;Nîmes Olympique;CDM;82;8500000;1891
F. Viáfara;28;71;Colombia;Junior FC;RB;71;2000000;1824
Feng Gang;27;56;China PR;Hebei China Fortune FC;CM;57;100000;1675
Luan;22;74;Brazil;Grêmio;LW;82;5000000;1806
B. Mensah;25;75;Ghana;Beşiktaş JK;CAM;80;9000000;1979
Rochinha;25;72;Portugal;Vitória Guimarães;RM;75;3900000;1730
Sivera;23;72;Spain;Deportivo Alavés;GK;78;3200000;1275
José Carlos;24;64;Spain;AD Alcorcón;CB;73;625000;1505
Ivi;26;72;Spain;Raków Częstochowa;CAM;73;3700000;1908
J. Rasheed;28;61;Norway;BK Häcken;GK;64;230000;1031
D. Granli;26;65;Norway;Aalborg BK;CB;69;625000;1683
M. Thorsby;24;69;Norway;Sampdoria;CB;75;1400000;1904
L. Reed;22;65;England;Peterborough United;CAM;74;775000;1776
D. Mesenhöler;23;65;Germany;Viktoria Köln;GK;71;550000;1116
N. Fazzi;24;64;Italy;Atalanta;RWB;69;600000;1754
L. Sané;24;85;Germany;FC Bayern München;LM;90;51500000;2086
M. Friedrich;24;74;Germany;1. FC Union Berlin;CB;79;7000000;1630
Y. Leiva;22;69;Chile;Club Necaxa;RM;79;1700000;1775
K. Parsemain;26;60;France;Seattle Sounders FC;ST;64;275000;1550
T. Castagne;24;77;Belgium;Leicester City;RWB;82;12000000;1948
H. Isted;23;57;England;Luton Town;GK;67;130000;948
Dani Ceballos;23;80;Spain;Arsenal;CM;85;19500000;2077
I. Pomazun;22;66;Russia;PFC CSKA Moscow;GK;74;725000;1052
E. Unsain;25;74;Argentina;Defensa y Justicia;GK;80;5500000;1374
R. Aarons;24;70;England;Newcastle United;LM;74;2300000;1721
F. Woodman;23;72;England;Swansea City;GK;82;3900000;1143
A. Stølås;31;65;Norway;FK Haugesund;LW;65;400000;1886
O. Hüsing;27;70;Germany;1. FC Heidenheim 1846;CB;72;1900000;1478
L. Gooch;24;67;United States;Sunderland;CAM;72;1000000;1830
L. Orejuela;22;67;Colombia;Ajax;RB;73;875000;1740
Zizo;24;70;Egypt;Egypt;RM;73;0;1866
E. Koulouris;24;70;Greece;Toulouse Football Club;ST;73;2300000;1608
L. Zingerle;26;72;Germany;SC Paderborn 07;GK;74;2700000;1057
S. Griesbeck;29;72;Germany;1. FC Union Berlin;CB;72;2700000;1738
J. Glad;23;68;United States;Real Salt Lake;CB;75;1100000;1512
R. Karsdorp;25;75;Netherlands;Roma;RB;77;7000000;2019
T. Zwane;30;74;South Africa;South Africa;CAM;74;0;1824
R. Rúnarsson;25;70;Iceland;Arsenal;GK;75;1800000;1154
Iván Villar;22;68;Spain;RC Celta;GK;75;950000;1067
A. Tello;23;70;Colombia;Benevento;RM;77;2500000;1969
Pleguezuelo;23;66;Spain;FC Twente;CB;73;825000;1657
Kim Young Bin;28;61;Korea Republic;Gangwon FC;CB;62;250000;1413
T. James;24;65;Wales;Wigan Athletic;RB;71;650000;1769
F. Escobar  B;25;69;Argentina;Atlanta United;RB;74;1200000;1731
M. Manotas;24;71;Colombia;Houston Dynamo;ST;76;3200000;1743
Nélson Monte;24;72;Portugal;Rio Ave FC;CB;77;3700000;1711
E. Osam;21;55;Republic of Ireland;UCD AFC;LB;66;130000;1421
D. Rodríguez;24;66;Argentina;Newell's Old Boys;CAM;73;900000;1782
Kim Sang Won;28;62;Korea Republic;Pohang Steelers;LB;62;250000;1694
Du Jia;27;61;China PR;Tianjin TEDA FC;GK;63;210000;1115
Hui Jiakang;31;64;China PR;Tianjin TEDA FC;LW;64;400000;1708
I. Success;24;71;Nigeria;Watford;ST;77;3300000;1755
G. Kyei;24;65;France;Servette FC;ST;70;725000;1579
R. Ramírez;23;67;Argentina;Godoy Cruz;GK;75;875000;1103
J. Silva;25;67;Mexico;Club Tijuana;CB;71;875000;1400
Y. Asad;25;72;Argentina;DC United;LM;73;3700000;1917
L. López;26;67;Mexico;U.N.A.M.;CM;70;850000;1776
J. Beesley  B;23;56;England;Rochdale;ST;64;130000;1523
M. Ødegaard;21;83;Norway;Real Madrid;CAM;89;36000000;2099
Everaldo;28;72;Brazil;Kashima Antlers;ST;72;3200000;1849
D. Follonier;26;62;Switzerland;FC Luzern;CAM;65;375000;1562
B. Schmitz;25;71;Germany;1. FC Köln;RB;74;2600000;1822
H. Fertoli;25;69;Argentina;Racing Club;RM;72;1300000;1761
Marcos Guilherme;23;75;Brazil;Al Wehda;RM;81;9000000;1844
Petros;31;79;Brazil;Al Nassr;CDM;79;9500000;2023
Otávio;26;77;Brazil;FC Girondins de Bordeaux;CDM;79;9500000;1919
Everton;24;81;Brazil;SL Benfica;CAM;86;24000000;1940
B. Manuel;23;71;Belgium;Royal Antwerp FC;CAM;77;3200000;1817
Gustavo;26;68;Brazil;Jeonbuk Hyundai Motors;ST;71;1100000;1564
Kang Sang Woo;26;65;Korea Republic;Pohang Steelers;LW;66;625000;1757
Malcom;21;82;Brazil;FC Barcelona;CAM;89;31000000;1978
Leandro Pereira;28;70;Brazil;Sanfrecce Hiroshima;ST;70;1800000;1712
D. Yakuba;19;63;Russia;Kuban Krasnodar;LB;75;475000;1623
L. Zander;24;68;Germany;FC St. Pauli;RB;73;1100000;1643
T. Pachonik;25;70;Germany;VVV-Venlo;RWB;75;2100000;1816
E. Salles;26;59;France;Grenoble Foot 38;GK;63;150000;966
S. Burgess;22;62;England;Port Vale;RM;69;425000;1730
C. Akolo;25;72;DR Congo;Amiens SC;RM;75;3900000;1725
R. Ledson;22;67;England;Preston North End;CDM;77;1100000;1777
M. Zant;24;59;Germany;Türkgücü München;CB;64;190000;1223
B. Ajdini;27;70;Germany;VfL Osnabrück;RM;71;1800000;1943
R. Coly;24;73;Senegal;OGC Nice;LB;79;4900000;1828
Ronan;25;65;Brazil;Rio Ave FC;ST;70;725000;1447
Walace;25;72;Brazil;Udinese;CDM;76;3600000;1893
A. Samuel;24;63;Wales;Wycombe Wanderers;ST;68;500000;1663
Hou Yongyong;22;62;China PR;Beijing Sinobo Guoan FC;CAM;72;500000;1647
J. Rose;25;62;England;Walsall;GK;68;300000;1042
G. Cooper;23;64;England;Plymouth Argyle;LM;70;550000;1757
J. Kayembe;25;69;Belgium;Sporting de Charleroi;LB;72;1200000;1795
J. Smith;25;67;England;Nottingham Forest;GK;69;675000;1097
T. Walker;23;65;England;Coventry City;ST;74;850000;1695
Auro;24;69;Brazil;Toronto FC;RWB;73;1200000;1856
T. Touré;26;69;Ivory Coast;Angers SCO;LM;70;1200000;1839
L. Acevedo;27;68;Argentina;CD Palestino;CB;70;950000;1403
W. Hahn;27;71;Netherlands;SC Heerenveen;GK;73;2000000;1285
J. Ginnelly;23;66;England;Preston North End;RM;71;850000;1748
J. Hesketh;24;66;England;Southampton;CAM;71;850000;1674
F. Fumu Tamuzo;25;63;France;Clube Sport Marítimo;ST;66;475000;1637
A. Mbengue;26;68;Senegal;Stade Malherbe Caen;LB;71;975000;1775
T. Serbest;26;68;Turkey;Kasimpaşa SK;CM;72;1000000;1789
J. Doherty;24;61;Northern Ireland;Crawley Town;LB;67;300000;1515
B. Close;23;66;England;Portsmouth;CDM;75;925000;1833
Jony;28;78;Spain;CA Osasuna;LM;78;10500000;1975
Pablo Pérez;26;66;Spain;Real Sporting de Gijón;ST;67;750000;1797
M. Rodák;23;74;Slovakia;Fulham;GK;81;6000000;1169
S. Moreo;27;69;Italy;Empoli;ST;69;1100000;1818
J. Hergault;34;68;France;FC Lorient;RB;68;325000;1722
E. Oztumer;29;68;England;Charlton Athletic;CAM;68;875000;1801
G. Sloggett;23;60;Republic of Ireland;Dundalk;CM;67;275000;1616
A. Blin;23;73;France;Amiens SC;CDM;77;4700000;1831
M. Morishige;33;71;Japan;FC Tokyo;CB;71;1100000;1846
H. Yamaguchi;29;70;Japan;Vissel Kobe;CM;70;1700000;1963
M. Saito;30;67;Japan;Kawasaki Frontale;LM;67;725000;1664
Y. Kakitani;30;68;Japan;Cerezo Osaka;LM;68;850000;1647
M. Nakamba;26;75;Zimbabwe;Aston Villa;CDM;78;7500000;1881
K. Aktaş;25;61;Turkey;Gazişehir Gaziantep F.K.;CDM;66;300000;1630
J. Nolan;28;65;England;Ipswich Town;CM;65;525000;1808
M. Coppolaro;22;66;Italy;Virtus Entella;RB;75;900000;1623
L. Morosini;24;68;Italy;Brescia;RM;74;1200000;1656
S. Ay;28;68;Turkey;Çaykur Rizespor;CB;68;775000;1620
H. Acar;25;60;Turkey;Kayserispor;CM;63;250000;1629
A. Kara;27;70;Turkey;Kasimpaşa SK;CM;71;2000000;1947
Jorge Meré;23;72;Spain;1. FC Köln;CB;79;3900000;1660
E. Ersu;26;63;Turkey;Atiker Konyaspor;GK;66;325000;1048
U. Çiftçi;28;69;Turkey;Sivasspor;LB;69;900000;1797
A. Çalık;26;69;Turkey;Galatasaray SK;CB;71;1100000;1673
C. Penilla;29;71;Ecuador;New England Revolution;LM;71;2300000;1767
D. Kuzyaev;27;76;Russia;Russia;CAM;77;0;2039
F. Cervi;26;78;Argentina;SL Benfica;LM;79;12000000;2013
F. Noguera;26;67;Argentina;SD Ponferradina;CB;69;825000;1435
A. Chávez;29;72;Argentina;Club Atlético Huracán;ST;72;3100000;1899
O. Sowunmi;24;61;England;Colchester United;CB;66;300000;1353
J. Muldoon;31;60;England;Harrogate Town;ST;60;190000;1519
D. Rotariu;23;70;Romania;Romania;LW;75;0;1751
W. Norris;26;65;England;Burnley;GK;67;475000;1094
L. Berry;27;67;England;Luton Town;CAM;67;800000;1862
R. Donelon;24;59;Republic of Ireland;Sligo Rovers;LB;64;180000;1579
F. Palacios Martínez;25;66;Spain;SSV Jahn Regensburg;CAM;71;850000;1664
M. McNulty;27;67;Scotland;Reading;ST;67;825000;1741
N. Oroz;25;70;Argentina;Racing Club;CAM;72;2200000;1765
K. Piątek;25;78;Poland;Hertha BSC;ST;83;14000000;1822
P. Gladon;28;64;Netherlands;Willem II;ST;64;475000;1572
J. Fortes;31;68;Cape Verde;Sparta Rotterdam;RB;68;650000;1813
Y. Erdoğan;27;71;Turkey;Kasimpaşa SK;LM;71;2500000;1970
F. Bonazzoli;23;67;Italy;Sampdoria;ST;75;1100000;1571
A. Briançon;25;74;France;Nîmes Olympique;CB;77;6500000;1760
A. Zedadka;25;67;France;Clermont Foot 63;RWB;71;875000;1715
U. Garcia;24;72;Switzerland;BSC Young Boys;LB;79;3900000;1743
F. Rodríguez;24;61;Switzerland;FC Lugano;RM;66;325000;1608
J. Biada;27;68;Germany;SV Sandhausen;CAM;69;1000000;1770
D. Oberlin;22;68;Switzerland;FC Basel 1893;ST;75;1300000;1768
O. Tufan;25;72;Turkey;Fenerbahçe SK;CDM;77;4100000;2002
A. Novakovich;22;68;United States;Frosinone;ST;73;1200000;1558
R. Dickie;24;68;England;Queens Park Rangers;CB;74;1100000;1524
J. Baraye;20;57;Senegal;Virtus Entella;LB;68;160000;1488
D. Wilson;22;61;England;Macclesfield Town;ST;67;350000;1476
O. Kocuk;24;65;Turkey;Galatasaray SK;GK;71;550000;918
N. Anderton;24;60;England;Carlisle United;CB;67;250000;1433
J. Thomasen;24;64;Denmark;Odense Boldklub;CM;70;600000;1746
E. Ünal;23;75;Turkey;Getafe CF;ST;81;9500000;1897
A. Adnan;26;75;Iraq;Vancouver Whitecaps FC;LB;76;7000000;2069
M. Altıntaş;21;66;Turkey;Yeni Malatyaspor;ST;75;1000000;1558
O. Çağlayan;24;72;Turkey;Galatasaray SK;RM;76;4100000;1772
K. Friesenbichler;26;65;Austria;SK Sturm Graz;ST;68;675000;1499
A. Badri;29;71;Tunisia;Al Ittihad;RW;71;2300000;1751
K. Vandendriessche;30;69;France;KV Oostende;CM;69;975000;1975
K. Vermeulen;28;64;Netherlands;RKC Waalwijk;CAM;64;450000;1707
C. Manea;22;71;Romania;CFR Cluj;RB;80;3300000;1827
F. Tănase;25;71;Romania;FCSB (Steaua);CAM;75;3100000;1919
G. Bettini;26;71;Argentina;Club Atlético Huracán;RWB;72;2400000;1741
M. Benítez;29;72;Argentina;Defensa y Justicia;CM;72;3000000;2010
E. Aguilera;31;71;Argentina;Club América;CB;71;1800000;1712
B. Fernández;25;70;Argentina;Club Atlético Colón;CAM;72;2200000;1810
J. Lucero;28;73;Argentina;Vélez Sarsfield;ST;73;4100000;1812
G. Arias;32;77;Chile;Chile;GK;77;5500000;1216
E. Haugan;22;60;Norway;Östersunds FK;CB;64;240000;1420
A. Witry;24;70;Norway;Djurgårdens IF;RWB;76;2200000;1860
Z. Gordon;27;62;Scotland;Central Coast Mariners;CB;64;325000;1554
S. Hendrie;25;62;Scotland;Morecambe;LB;66;350000;1513
M. Devlin;26;66;Scotland;Aberdeen;CB;70;725000;1349
T. Andreu;31;64;France;St. Mirren;CAM;64;400000;1715
S. Kurt;21;62;Germany;Hertha BSC;LW;68;425000;1491
M. Pašalić;25;77;Croatia;Atalanta;CM;81;11500000;2026
F. Fabre;29;62;France;Nîmes Olympique;CDM;62;250000;1719
F. Diedhiou;27;71;Senegal;Bristol City;ST;72;2800000;1622
P. Martinez;31;73;France;Nîmes Olympique;CB;73;3000000;1839
Carraça;27;75;Portugal;FC Porto;RB;76;6500000;2007
Samu;22;67;Portugal;Boavista FC;LM;73;1000000;1684
J. Jach;26;66;Poland;Crystal Palace;CB;70;725000;1625
J. Kubicki;24;67;Poland;Lechia Gdańsk;CDM;72;1000000;1828
H. Arslan;31;70;Turkey;Sivasspor;CDM;70;1300000;1904
A. Conti;26;77;Italy;Milan;RWB;80;9500000;1953
M. Sprocati;26;68;Italy;Parma;CAM;69;1100000;1577
Joelinton;23;75;Brazil;Newcastle United;ST;81;9500000;1862
Wei Shihao;25;69;China PR;China PR;CAM;72;1300000;1794
L. López;24;64;Honduras;Los Angeles FC;GK;70;450000;1112
B. Vătăjelu;27;68;Romania;Universitatea Craiova;LM;69;900000;1948
W. Kaptoum;23;68;Cameroon;Real Betis;CAM;74;1200000;1792
M. Engels;26;68;Germany;SV Sandhausen;LM;69;1100000;1719
M. Demetriou;30;63;England;Newport County;CB;63;300000;1748
E. Taşdemir;24;71;Turkey;Galatasaray SK;LWB;75;2700000;1916
A. Fisher;30;61;England;Exeter City;ST;61;240000;1492
B. Zech;29;68;Austria;Pogoń Szczecin;CB;68;750000;1544
L. Jäger;26;66;Austria;SK Sturm Graz;CB;70;750000;1629
D. Luxbacher;28;65;Austria;SKN St. Pölten;RW;65;525000;1891
M. Çelik;30;67;Turkey;Kayserispor;RW;67;725000;1643
R. Mirzov;27;71;Russia;Spartak Moscow;LM;71;2500000;1825
M. Sætra;23;62;Norway;Strømsgodset IF;GK;68;325000;1084
A. Pešić;28;71;Serbia;Al Ittihad;ST;71;2400000;1820
I. Rossi;25;68;Argentina;River Plate;CDM;71;1100000;1803
E. Cecchini;23;71;Argentina;Unión de Santa Fe;CDM;78;3000000;1890
A. Spörle;24;64;Argentina;Dundee United;LB;66;500000;1694
L. Mocio;23;62;France;Olympique Lyonnais;GK;68;300000;1061
A. Mendy;26;70;France;FC Girondins de Bordeaux;ST;72;2200000;1662
I. Chebake;30;71;Morocco;Yeni Malatyaspor;RB;71;1900000;1775
Danilo;24;74;Brazil;OGC Nice;CM;78;7000000;2049
E. Goldaniga;26;70;Italy;Genoa;CB;71;1800000;1430
E. Berggreen;27;67;Denmark;SpVgg Greuther Fürth;ST;68;900000;1594
J. Omlin;26;77;Switzerland;Montpellier HSC;GK;82;8500000;1347
L. Gregory;31;68;England;Stoke City;ST;68;800000;1708
W. Dammers;25;69;Netherlands;FC Groningen;CB;72;1200000;1773
Nuha;27;67;Gambia;Granada CF;ST;68;900000;1648
J. Sambia;23;68;France;Montpellier HSC;RM;75;1200000;1977
A. Batisse;25;65;France;Pau FC;CB;72;675000;1651
Munir;31;72;Morocco;Hatayspor;GK;72;2000000;1257
Mata;31;79;Spain;Getafe CF;ST;79;11500000;1836
J. Iglesias;31;70;Uruguay;Clermont Foot 63;CDM;70;1300000;1844
J. Correa;27;70;Argentina;Club Atlas;ST;70;1900000;1611
J. StraußB;24;66;Philippines;FC Erzgebirge Aue;RM;73;800000;1736
S. Prevljak;25;71;Bosnia Herzegovina;KAS Eupen;ST;75;3100000;1743
R. Aguilar B;27;78;France;AS Monaco;RB;79;10500000;1966
F. Bredlow;25;69;Germany;VfB Stuttgart;GK;73;1000000;1047
Luis Ruiz;28;67;Spain;CD Lugo;LB;67;650000;1653
Eraso;30;75;Spain;CD Leganés;CM;75;6000000;1874
David Concha;22;64;Spain;Real Sociedad;CAM;71;625000;1625
C. Chimino;32;72;Argentina;Patronato;RB;72;1900000;1794
O. Al Soma;31;77;Syria;Al Ahli;ST;77;8000000;1947
L. Paqarada;25;71;Kosovo;FC St. Pauli;LWB;75;2700000;1844
A. Polo;25;67;Peru;Portland Timbers;RM;68;900000;1796
T. Baumgartl;24;74;Germany;PSV;CB;79;7000000;1632
S. Ernst;25;67;Germany;SpVgg Greuther Fürth;CM;70;950000;1748
Fede;23;73;Spain;Real Valladolid CF;CDM;79;5000000;1869
B. Spittal;24;64;Scotland;Ross County FC;RM;70;625000;1595
P. Bourdin;26;65;France;Beerschot AC;CB;68;600000;1425
M. Egho;26;65;Austria;Randers FC;ST;68;675000;1683
S. Posch;23;75;Austria;TSG 1899 Hoffenheim;CB;79;8000000;1529
R. Renner;26;69;Austria;LASK Linz;LM;70;1200000;1858
T. Rieder;26;66;Germany;1. FC Kaiserslautern;CB;69;725000;1565
M. Schuster;24;67;Germany;SV Waldhof Mannheim;CDM;73;950000;1763
Granell;31;73;Spain;Girona FC;CDM;73;3000000;2024
O. Rivero;28;71;Uruguay;Santos Laguna;ST;71;2400000;1664
T. Wellenreuther;24;71;Germany;RSC Anderlecht;GK;75;2300000;1182
W. Weghorst;27;81;Netherlands;VfL Wolfsburg;ST;81;19000000;1864
S. Rochet;27;69;Uruguay;Nacional de Montevideo;GK;73;950000;1169
E. Marxen;29;65;Denmark;Randers FC;CB;65;450000;1729
R. Gosens;25;82;Germany;Atalanta;LM;82;24000000;2197
A. Vural;29;66;Turkey;Sivasspor;GK;67;525000;1155
V. Muriqi;26;76;Kosovo;Lazio;ST;79;9500000;1681
D. Toköz;24;73;Turkey;Beşiktaş JK;CDM;78;4900000;1926
S. Lainer;27;80;Austria;Borussia Mönchengladbach;RB;80;13000000;2020
C. MacGillivray;27;68;Scotland;Portsmouth;GK;71;775000;1216
R. García Guerreño;30;69;Paraguay;Club Guaraní;CB;69;850000;1554
X. Mous;24;67;Netherlands;PEC Zwolle;GK;73;800000;1151
Eguaras;28;70;Spain;Real Zaragoza;CDM;70;1800000;1903
S. Dooley;28;64;Northern Ireland;Rochdale;LM;64;450000;1588
G. Stewart;30;68;Scotland;Rangers FC;CF;68;875000;1702
S. Kingsley;24;67;Scotland;Hull City;CB;69;825000;1736
O. Çınar;24;71;Turkey;MKE Ankaragücü;CAM;77;3200000;1747
D. Steininger;25;61;Germany;1. FC Magdeburg;ST;64;325000;1541
G. Jung;25;71;Germany;Hamburger SV;CB;75;2700000;1690
M. Ritter;25;66;Germany;1. FC Kaiserslautern;CAM;70;825000;1668
M. Schulz;25;67;Germany;FC Luzern;CDM;74;975000;1805
V. Yurchenko;24;67;Ukraine;Vejle Boldklub;CAM;70;975000;1759
A. Singh;25;58;India;India;GK;62;0;1065
D. Szymański;25;68;Poland;AEK Athens;CDM;73;1100000;1779
A. Prokić;31;63;Serbia;Stal Mielec;LM;63;325000;1621
S. Becker;25;68;Netherlands;1. FC Union Berlin;RM;70;1100000;1754
R. Niyaz;25;70;Turkey;Denizlispor;CAM;75;2400000;1852
S. Grahovac;27;70;Bosnia Herzegovina;SK Rapid Wien;CDM;71;1800000;1869
P. Schobesberger;26;69;Austria;SK Rapid Wien;LM;70;1200000;1833
G. Karadeniz;30;67;Turkey;Hatayspor;CAM;67;725000;1796
G. Maris;24;62;England;Mansfield Town;RM;69;425000;1695
D. van Bruggen;23;65;Netherlands;VVV-Venlo;CB;72;675000;1662
J. Rodríguez;26;78;Uruguay;Cruz Azul;ST;79;12500000;1985
João Afonso;30;69;Portugal;Santa Clara;CB;69;850000;1466
Juan Cámara;26;68;Spain;Dinamo Bucureşti;LM;69;1100000;1811
T. Königsmann;23;64;Germany;SV Waldhof Mannheim;GK;71;475000;1157
Mei Fang;30;67;China PR;Guangzhou Evergrande Taobao FC;CB;67;625000;1473
S. Milinković-Savić;25;85;Serbia;Lazio;CM;89;49000000;2225
F. Rawson;23;64;England;Mansfield Town;CB;71;575000;1451
Agus Medina;25;64;Spain;Birmingham City;RB;67;500000;1565
O. Salinas;32;68;Chile;Oriente Petrolero;LW;68;700000;1711
S. Lovrič;22;67;Slovenia;FC Lugano;CM;74;1100000;1763
A. Gruber;25;70;Austria;LASK Linz;CAM;72;2200000;1835
T. Schützenauer;23;63;Austria;SK Sturm Graz;GK;69;375000;1058
A. Walongwa;25;64;Congo;FC Nantes;CB;67;500000;1424
V. Rongier;25;80;France;Olympique de Marseille;CM;83;18500000;2075
Hugo Seco;32;66;Portugal;Farense;LW;66;500000;1674
D. Furlong;24;71;England;West Bromwich Albion;RB;76;2800000;1742
L. Ramos;30;70;Argentina;Pachuca;ST;70;1700000;1730
A. Nübel;23;75;Germany;FC Bayern München;GK;83;7500000;1195
P. Bernardoni;23;78;France;Angers SCO;GK;84;10500000;1155
S. Jacob;27;64;Germany;1. FC Saarbrücken;ST;64;475000;1571
J. Gerezgiher;23;61;Germany;SG Sonnenhof Großaspach;CAM;67;350000;1579
P. Ng;24;67;England;Crewe Alexandra;RB;74;950000;1729
P. Johansson;25;64;Sweden;Kalmar FF;RWB;69;525000;1676
A. Palmer;23;65;England;Lincoln City;GK;73;625000;984
B. Comley;24;65;Montserrat;Bolton Wanderers;CDM;72;700000;1766
A. Bouchalakis;27;72;Greece;Olympiacos CFP;CM;73;3500000;1964
S. Bastien;23;74;Belgium;Standard de Liège;CM;79;7500000;2015
A. Leya Iseka;22;70;Belgium;Toulouse Football Club;ST;76;2500000;1781
G. Nilsson;23;63;Sweden;Falkenbergs FF;ST;69;525000;1475
K. Hazard;24;69;Belgium;KSV Cercle Brugge;CAM;72;1300000;1738
M. Southam-Hales;24;55;Wales;Fleetwood Town;RB;61;100000;1498
D. Tutonda;24;60;DR Congo;Bristol Rovers;LWB;63;230000;1566
David Soria;27;82;Spain;Getafe CF;GK;84;18500000;1279
L. Pirard;25;66;Belgium;Waasland-Beveren;GK;69;600000;1043
L. Torreira;24;81;Uruguay;Arsenal;CDM;85;21000000;2102
R. Kongolo;22;68;Netherlands;SC Heerenveen;CDM;76;1200000;1755
C. Humphreys-Grant;21;62;England;SV Zulte-Waregem;CB;71;425000;1521
B. Babić;22;64;Switzerland;FC St. Gallen;ST;75;775000;1616
V. Vasić;30;69;Serbia;Royal Excel Mouscron;GK;70;825000;1213
J. Jones;24;61;Scotland;Lincoln City;CAM;66;325000;1652
Manu García;22;72;Spain;Real Sporting de Gijón;CAM;83;5500000;1818
Paolo Fernandes;21;66;Spain;C.D. Castellón;CAM;75;1000000;1670
M. Clark;24;70;England;Vitesse;LWB;74;2000000;1850
R. Watson;24;60;England;Scunthorpe United;GK;67;220000;1117
